КазаньОргСинтез-ао;0;0;0;0;0;4,1;5,3274;7,0;14,48;33,4;43,1;79,6;101,8;105,0;81,5;96,6
ЛУКОЙЛ;2287,0;2067,1;965,11;1694,0;1742,0;1701,0;2000,2;2039,7;2225,0;2345,9;3449,0;3334,5;4997,0;6169,0;5169,5;6573,0
Лензолото-п;0;0;0;330,0;1283,0;1607,0;1784,1;1655,0;1495,0;3060,0;4420,0;3500,0;2450,0;3165,0;3955,0;1640,0
Лензолото-ао;0;0;0;805,07;1885,0;4355,0;5990,0;5590,0;4070,0;7310,0;8630,0;7300,0;5620,0;6800,0;18420,0;9200,0
Ленэнерго-п (Россети Ленэнерго);30,95;42,0;8,51;22,8;35,8;21,979;17,599;11,374;11,2;11,85;45,4;81,4;94,1;122,3;0;0
Ленэнерго-ао (Россети Ленэнерго);46,0;45,75;13,13;25,2;26,0;9,938;6,545;2,32;1,75;2,29;5,52;4,8;5,3;7,04;0;0
ЛСР;0;1787,0;122,0;578,0;1028,0;458,3;562,6;610,8;458,0;673,0;952,0;826,5;597,8;764,0;867,6;609,0
Левенгук;0;0;0;0;0;0;0;0;0;0;0;0;0;6,6;8,19;15,98
ММК;22,946;31,5;5,71;25,01;32,9;12,363;10,419;7,396;10,821;18,875;33,265;41,86;43,04;41,95;55,835;69,65
Мать и дитя;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457,4;797,1
Магнит;984,0;1270,0;475,13;2162,0;4079,98;2826,0;4786,4;9240,0;9701,0;11228,0;11000,0;6340,0;3511,5;3425,0;5685,5;5444,0
МГТС-п;614,0;771,0;205,0;360,0;416,95;480,0;530,0;519,0;480,0;540,0;807,0;1269,0;1618,0;1930,0;1876,0;1178,0
МГТС;650,0;847,0;200,01;422,1;430,11;450,0;550,0;499,98;424,0;480,0;818,0;1360,0;1700,0;1940,0;2240,0;2035,0
Московская биржа;0;0;0;0;0;0;0;65,0;59,06;91,4;125,59;108,97;81,0;107,75;159,25;153,22
МРСК Центра (Россети Центр);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,415
МРСК СК (Россети СК);0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,84;27,3
МРСК Центра и Приволжья (Россети ЦП);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2304
МРСК Сибири (Россети Сибирь);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3825;0,3495
МРСК Урала (Россети Урал);0;0;0,086;0,26;0,3362;0,21;0,215;0,06377;0,0611;0,095;0,165;0,2095;0,1846;0,165;0,158;0,1778
МРСК Волги (Россети Волга);0;0;0,067;0,13;0,18;0,08;0,07567;0,02278;0,0279;0,01945;0,056;0,10265;0,098;0,08875;0;0
МРСК Юга (Россети Юг);0;0;0,05;0,1792;0,179;0,0665;0,05191;0,03218;0,0309;0,0312;0,0524;0,0598;0,05445;0,06195;0;0
МРСК СЗ (Россети СЗ);0;0;0,0549;0,2319;0,228;0,08158;0,06475;0,02841;0,0253;0,0274;0,055;0,052;0,0555;0,05345;0,0543;0
Мосэнерго;5,241;5,93;0,95;3,275;3,221;1,71;1,3344;0,8746;0,64;0,819;2,48;2,624;2,074;2,26;2,0665;2,098
МОЭСК (Россети Московский регион);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,39;1,2395
Мостотрест;0;0;0;0;242,63;187,0;182,0;134,0;66,8;77,0;91,2;147,8;84,5;113,5;105,45;83,45
Мечел-ап;0;0;0;0;0;202,9;119,2;35,59;16,36;40,15;147,3;132,05;100,3;89,1;77,05;313,55
Мечел-ао;0;0;113,4;487,0;881,5;271,9;204,9;66,5;24,71;64,9;181,25;147,75;73,47;63,14;79,1;123,29
МТС;227,99;377,5;111,66;221,69;259,88;183,18;246,0;328,29;169,05;210,0;259,0;276,0;238,0;319,95;331,2;298,9
М,Видео;0;178,38;25,5;116,99;266,75;181,39;242,97;298,0;123,4;268,5;387,5;415,0;410,0;518,6;712,0;437,7
НКХП;0;0;0;0;0;0;0;0;0;458,99;223,0;234,5;229,0;248,5;331,0;290,0
НКНХ-п;0;0;2,32;4,774;13,769;16,1;24,212;20,487;16,59;23,25;31,21;28,0;40,5;85,08;79,2;101,68
НКНХ-ао;0;0;5,0;14,3;23,0;22,5;29,4;26,598;20,9;44,6;76,1;51,4;65,0;96,85;91,45;110,9
НЛМК;63,45;99,51;30,15;91,84;144,54;62,8;61,2;55,18;66,79;62,6;114,98;147,22;157,42;143,72;208,84;217,04
НМТП;0;6,32;3,3;4,837;4,11;3,1799;2,85;2,83;1,16;3,76;6,585;7,85;6,85;8,99;8,1;6,75
НОВАТЭК;166,4;184,8;48,46;170,1;334,05;393,71;346,1;399,01;434,6;591,0;791,9;677,7;1132,0;1262,0;1261,4;1719,4
Обувь России;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,6
ОГК-2;3,663;3,745;0,258;0,919;1,795;0,7507;0,3439;0,2539;0,1609;0,223;0,5004;0,4466;0,3167;0,563;0,73;0,635
ОКЕЙ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,99;42,89
Фосагро;0;0;0;0;0;8197,0;1246,9;950,0;1655,0;2821,0;2599,0;2499,0;2546,0;2408,0;3136,0;5863,0
ПИК;0;739,97;28,0;123,45;122,89;77,4;67,5;70,5;187,3;219,0;290,0;326,5;376,3;400,4;595,9;1102,4
Полюс;0;0;0;0;0;0;0;0;0;0;4431,0;4595,0;5399,0;7103,5;15245,0;13087,0
Полиметалл;0;173,2;128,8;282,7;574,2;526,9;0;0;0;0;0;0;0;0;0;0
QIWI;0;0;0;0;0;0;0;1785,0;1135,0;1320,0;780,0;910,0;943,0;1185,0;762,0;609,0
Распадская;50,3;158,0;29,78;146,5;214,94;99,0;58,0;30,13;23,0;29,97;79,71;89,01;129,0;106,6;155,78;469,3
Роснефть;243,31;231,7;110,9;252,05;218,85;213,8;270,01;251,6;195,8;253,25;402,8;291,5;432,5;449,7;435,1;599,0
Россети-п;0;0;0;0;0;0;0;0,74;0,56;0,593;2,209;1,626;1,402;1,629;2,201;1,779
Россети-ао;0;0;0;0;0;0;0;0,777;0,4151;0,458;1,1439;0,8204;0,7755;1,3839;1,7702;1,1223
Ростелеком-п;90,86;69,52;14,78;63,85;80,0;95,25;90,49;74,83;57,1;69,05;62,8;55,95;60,4;70,2;85,6;76,15
Ростелеком-ао;194,79;288,62;265,0;148,5;155,75;152,2;120,4;110,98;87,01;90,55;84,0;63,9;73,07;78,36;96,52;86,63
Сбербанк-п;1517,5;69,97;9,08;69,0;75,1;59,24;67,3;80,21;37,7;76,5;129,75;189,0;166,18;228,3;242,06;279,0
Сбербанк-ао;92200,0;102,0;23,0;83,65;104,18;79,4;92,94;101,17;54,9;101,26;173,25;225,2;186,3;254,75;271,65;293,49
Селигдар-п;0;0;0;0;0;0;27,25;28,0;29,0;23,7;14,61;18,22;24,05;27,0;40,75;60,1
Селигдар ао;0;0;0;0;0;10,256;8,699;4,8;4,77;5,01;9,14;9,97;9,95;12,26;45,5;57,71
Сафмар;0;0;0;0;0;0;0;0;0;0;0;737,0;580,2;514,0;493,2;0
Газпром нефть;119,99;153,0;62,42;163,73;128,03;147,88;142,5;147,61;143,0;153,95;214,0;244,1;346,7;420,15;316,95;544,8
ГК Самолет;0;0;0;0;0;0;0;0;0;0;0;0;0;0;958,0;4850,0
Сургутнефтегаз-п;29,74;15,55;6,079;14,621;15,738;16,451;19,952;25,9;29,495;44,225;32,07;28,145;39,395;37,725;41,915;38,57
Сургутнефтегаз-ао;40,15;29,501;16,55;26,814;32,25;25,28;26,8;28,364;23,52;33,975;30,95;27,89;26,88;50,47;35,985;39,91
Соллерс;814,9;1341,0;122,0;424,0;646,99;305,9;682,3;860,4;350,0;402,0;535,0;622,0;408,0;277,5;265,0;215,0
Татнефть-п;77,31;87,0;20,35;76,35;86,65;88,02;106,05;121,7;134,1;199,1;235,0;365,0;522,0;734,0;475,7;462,8
Татнефть-ао;122,16;148,0;55,25;139,5;148,7;158,4;218,0;208,22;228,5;317,6;427,0;478,8;737,9;759,7;513,7;502,0
TCS Group;0;0;0;0;0;0;0;0;0;0;0;0;0;1311,2;2360,4;6118,0
ТГК-1;0;0,032;0,0034;0,0165;0,0215;0,009286;0,006879;0,00661;0,00454;0,004175;0,015005;0,01198;0,00799;0,012886;0,01119;0,009938
ТМК;0;271,0;29,65;128,91;153,88;72,8;91,86;93,83;35,0;60,55;79,0;73,9;53,65;58,0;61,16;72,56
Транснефть-п;59951,0;48800,0;6860,0;23437,07;37795,0;49600,0;69015,0;85900,0;126000,0;194000,0;197950,0;179900,0;171000,0;176750,0;140550,0;158800,0
Таттелеком;0;0,29;0,057;0,153;0,18;0,2006;0,17102;0,14777;0,146;0,1415;0,1515;0,144;0,1742;0,23;0,4185;0,579
Юнипро;0;0;0;0;0;0;0;0;0;0;2,878;2,529;2,6;2,78;2,787;2,612
ВСМПО-АВИСМА;0;0;0;0;0;0;0;0;0;12360,0;13880,0;16910,0;15520,0;20340,0;20860,0;46900,0
ВТБ;0;0,1259;0,0334;0,0694;0,101;0,0587;0,05359;0,04966;0,067;0,0797;0,074;0,04732;0,03385;0,0459;0,037895;0,048195



АФК Система;0,028;0,048;0,25;0;0,055;0,26;0,28;0,96;2,06;0,47;1,05;1,4900000000000002;0,11;0,11;0,13;0,31
Аэрофлот;0,82;1,29;1,37;0,1818;0,3497;1,09;1,81;1,16;2,5;0;0;17,48;12,81;2,69;0;0
Русагро;0;0;0;0;0;0;0;0;0;39,13;54,5;46,58;24,84;37,82;38,510000000000005;144,97
Акрон;0;38,0;120,0;0;25,0;169,0;92,0;64,0;152,0;139,0;335,0;330,0;337,0;366,0;432,0;780,0
Алроса;0;0;0;0;0;0;1,01;1,11;1,47;1,47;2,09;8,93;11,17;7,95;2,63;18,33
Русская Аквакультура;0;0;0;0;3,77;0;0;0;0;0;0;0;0;0;5,0;17,0
Башнефть-п;0;0;0;0;0;0;99,0;223,0;211,0;113,0;164,0;148,41;158,95;158,95;107,81;0,1
Башнефть-ао;0;0;0;0;0;0;99,0;223,0;211,0;113,0;164,0;148,31;158,95;158,95;107,81;0
Белуга Групп;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,0;162,76
Башинформсвязь-ап;0;0;0;0;0;0,262;0,284;0,4;0,345;0,323;0,55;0,339;0,365;0,629;0,782;0,264
Банк Санкт-Петербург-ап;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22
Банк Санкт-Петербург (БСП);0;0;0;0,11;0,11;0,11;0,11;0,11;0,11;2,02;1,05;1,05;1,62;3,71;3,33;4,56
МКБ;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11;0;0
ЧТПЗ;0;0;0;0;0;0;0;0;0;0;0;10,05;11,56;15,38;18,0;6,55
Северсталь;9,6;20,1;34,72;0;4,29;14,05;12,33;6,3599999999999985;62,86;53,26;73,14;110,06;156,37;121,7;106,39;253,42000000000002
Центральный телеграф-п;0;0;0;0;0;0;0,2;0,0951;0,5235;0,5813;0,0242;0,0164;0,0301;7,41;11,83;0,25
Центральный телеграф-ао;0;0;0;0,0885;0,1666;0,2474;0,1;0,0475;0,1104;0;0;0,0082123;0,0301;7,41;11,83;0
Детский мир;0;0;0;0;0;0;0;0;0;0;0;6,45;8,27;9,51;10,58;11,27
Энел Россия;0,0168159;0,0063469;0;0;0;0;0;0;0,0559;0,0807;0;0,0682;0,1449;0,1415;0,085;0
Эталон;0;0;0;0;0;0;0;0;3,6172000000000004;8,15;5,26;8,77;11,18;12,67;12,61;9,31
ФСК ЕЭС;0;0;0;0;0;0,0020524;0;0;0,0003427;0,0006648;0,0133;0,0154165;0,0148;0,016;0,0183039;0,0161
X5 Retail Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184,57999999999998;185,59
Fix Price;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,69
Совкомфлот;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,67
Газпром;1,5;2,54;2,66;0,36;2,39;3,85;8,97;5,99;7,2;7,2;7,89;8,04;8,04;16,61;15,24;12,55
Черкизово;0;0;0;0;0;0;0;0;34,44;77,35;22,75;73,47;95,55;150,42;109,71000000000001;219,27
United Medical Group (ЕМС);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107,78
Globaltrans;0;0;0;0;4,43;10,41;18,95;21,65;22,05;0;13,06;83,81;87,23;93,48;93,55;50,24
Норильский никель;109,49000000000001;228,0;112,0;0;210,0;180,0;196,0;621,53;1010,82;1297,06;674,39;670,3;1384,0;2280,54;1180,5500000000002;1021,22
HeadHunter;0;0;0;0;0;0;0;0;0;0;0;0;0;23,45;36,13;40,33
Химпром-п;0;0;0;0;0;0;0,1388;0,1022;0,0175;0,00053;0,5808;0,4852;0,6045;0,47240000000000004;0,4942;0,3689
HMS Group;0;0;0;0;0;0;56,89;32,07;17,72;15,29;26,28;42,16;59,81;50,34;16,37;31,689999999999998
Русгидро;0;0;0;0;0;0,0086009;0,0078932;0,0095561;0,0136;0,0156;0,0389;0,0466;0,0263;0,0367;0,0357;0,053
Интер РАО ЕЭС;0;0;0;0;0;0,001544;0;0;0;0,0010397;0,0178;0,1468;0,1304;0,1716;0,1962;0,1807
Иркутскэнерго;0,0506;0,0752;0,0755;0;0,19;0,1164;0,1234;0,53;0,41;0,53;0,53;0;0;0;0;0
Куйбышевазот-п;0;0;0;0;0;0;4,3;3,25;2,0;2,7;4,8;2,0;5,0;7,0;0;16,85
Куйбышевазот;0;0;0;0;0;0;4,3;3,25;2,0;3,0;4,8;2,0;5,0;7,0;0;16,85
Камаз;0;0;0;0;0;0;0;0,69;0,29;0;0;0,42;1,06;0;0;0,54
Саратовский НПЗ-ап;0;0;0;0;0;0;471,64;804,96;998,77;1713,22;1734,32;1051,46;1035,34;1490,13;1766,52;1132,93
Красноярскэнергосбыт-ао;0;0;0;0,4805;0,18;0,5113;0;0,5841;0;0,2772;0,7667;0,4443;0,5072;0,455;0,6065;0,6471
Банк Кузнецкий;0;0;0;0;0;0;0;0,0001262;0,0003873;0,0006335;0;0,0010666;0;0,0015109;0;0,0014664
КазаньОргсинтез-п;0;0;0;0;0;0;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,5
КазаньОргСинтез-п;0;0;0;0;0;0;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,25;0,5
КазаньОргсинтез-ао;0;0;0;0;0;0;0,06;0,5353;0,3458;1,01;3,23;5,07;4,25;7,79;4,55;9,11
КазаньОргСинтез-ао;0;0;0;0;0;0;0,06;0,5353;0,3458;1,01;3,23;5,07;4,25;7,79;4,55;9,11
ЛУКОЙЛ;33,0;38,0;42,0;50,0;52,0;59,0;115,0;100,0;120,0;159,0;187,0;205,0;225,0;347,0;396,0;553,0
Лензолото-п;0;0;0;0;101,65;418,5;283,26;439,12;4,78;18,92;690,15;34,18;8,71;110,0;13,87;3699,27
Лензолото-ао;0;0;0;0;340,41;1684,19;1158,17;1764,11;0;0;0;0;0;0;0;15219,5
Ленэнерго-п (Россети Ленэнерго);0;0,4546;0,9822;1,65;3,49;4,08;1,52;1,32;0,4556;0;0;8,11;13,47;11,14;13,62;15,17
Ленэнерго-ао (Россети Ленэнерго);0;0;0;0;0;0;0;0,1631;0,0391;0;0;0,1331;0,1366;0,0352;0,0947;0,2626
ЛСР;0;0;0;0;0;15,0;20,0;20,0;40,0;78,0;78,0;78,0;78,0;78,0;50,0;39,0
Левенгук;0;0;0;0;0;0;0;0;0;0,0708;0;0,0377;0,0416;0,042;0,045;0,3
ММК;2,85;1,309;0,884;0;0,37;0,33;0,28;0;0,58;0,58;1,03;3,2190000000000003;5,307;3,5799999999999996;3,767;8,655000000000001
Мать и дитя;0;0;0;0;0;0;0;4,05;2,43;3,67;10,31;9,04;5,98;10,76;28,27;37,39
Магнит;0;0;0;6,22;10,06;11,24;44,589999999999996;101,08000000000001;319,52;220,97;432,78999999999996;182,92000000000002;272,88;166,78;304,19;784,99
МГТС-п;0;39,77;46,98;20,16;69,6;197,94;0;0;78,1;56,27;222,0;233,0;231,0;232,0;0;0
МГТС;0;8,75;4,7;2,02;0;197,94;0;0;15,26;10,99;222,0;233,0;231,0;232,0;0;0
Московская биржа;0;0;0;0;0;0;0;1,22;2,38;3,87;7,11;10,17;5,47;7,7;7,93;9,45
МРСК Центра (Россети Центр);0;0;0;0;0;0,0145;0,01;0,0204;0,0018;0,0197;0,0108;0,0442;0,0208;0,0208;0,0201;0,0335
МРСК СК (Россети СК);0;0;0;0;0;0;0;2,86;0,8695;0;0;0;0;0;0;0
МРСК Центра и Приволжья (Россети ЦП);0;0;0;0;0;0,0012511;0,0028;0,00425;0,00563;0,0031;0,0083636;0,0118;0,0402;0,0407;0,0163;0,0259
МРСК Сибири (Россети Сибирь);0;0;0;0,001592;0;0;0;0,00305;0;0,0003;0;0;0,0037;0,00102;0,002917;0
МРСК Урала (Россети Урал);0;0;0;0;0;0,0028;0,0028;0,00179;0,00102;0,0058;0,0142;0,0083;0,0216;0,003;0,0105;0
МРСК Волги (Россети Волга);0;0;0;0;0;0;0,00112;0,00163;0,0001;0,0001;0,0012743;0,007044;0,0148;0,0132;0,0064622;0
МРСК Юга (Россети Юг);0;0;0;0;0;0;0;0;0,00014;0;0,0028527;0;0,0054644;0,0068417;0;0
МРСК СЗ (Россети СЗ);0;0;0;0;0;0;0;0,0001614;0,0008;0;0,004254;0,0011608;0;0,003985;0,0032724;0
Мосэнерго;0,0161;0,0316;0;0;0,0126;0,02;0,03;0,03;0,04;0,01;0,0566;0,0848;0,1659;0,21;0,1207;0,1794
МОЭСК (Россети Московский регион);0,00177;0;0;0;0,0092389;0,0246;0,025;0,0882;0,0597;0,0422;0,1297;0,0312;0,0316;0,059;0,0679;0,0493
Мостотрест;0;0;0;0;0;3,0;7,1;7,8;7,09;7,09;10,64;19,09;2,19;0;11,29;0
Мечел-ап;0;0;0;0;0;26,21;31,28;0,05;0,05;0,05;0,05;10,28;16,66;18,21;3,48;1,17
Мечел-ао;0;0;0;5,53;1,09;8,73;8,06;0;0;0;0;0;0;0;0;0
МТС;7,6;9,67;14,84;20,15;15,4;14,54;14,71;19,82;24,8;25,169999999999998;26,0;26,0;26,0;28,66;42,75;37,06
М,Видео;0;0;0;0;2,3;3,9;35,8;13,8;45,0;27,0;20,0;0;0;33,37;30,0;73,0
НКХП;0;0;0;0;0;0;0;0;0;14,79;12,07;16,57;23,41;6,96;7,32;26,689999999999998
НКНХ-п;0;0;0,6715;0,3098;0,07;1,18;2,36;2,78;1,0;1,52;4,34;0;0;19,94;9,07;10,27
НКНХ-ао;0;0;0;0,3098;0,07;1,18;2,36;2,78;1,0;1,52;4,34;0;0;19,94;9,07;10,27
НЛМК;1,5;3,0;3,5;0;0,84;2,5999999999999996;0,6;0,62;1,55;4,13;6,590000000000001;12,559999999999999;19,46;22,86;20,73;41,91
НМТП;0;0;0,0335;0,0265;0,125;0,023;0,0235;0,0236;0,0234;0,2336;0,5189;0,7788;0,5192;0,7647999999999999;1,35;0
НОВАТЭК;0,5235500000000001;1,9300000000000002;2,52;2,52;3,25;5,0;6,5;7,26;9,59;11,8;13,8;13,95;17,25;31,04;29,92;51,41
Обувь России;0;0;0;0;0;0;0;0;0;0;0;0;2,32;2,36;0;0
ОГК-2;0;0;0;0;0;0,0048759;0,0009988;0;0;0,0081415;0,0056738;0,008253;0,0163;0,0368;0,0544;0,06
ОКЕЙ;0;0;0;0;0;2,93;3,05;5,69;10,98;6,11;5,46;5,44;6,97;3,61;2,27;0
Фосагро;0;0;0;0;0;25,0;95,5;35,349999999999994;44,3;140,0;216,0;114,0;105,0;249,0;300,0;558,0
ПИК;0;0;0;0;0;0;0;0;4,16;0;0;0;22,71;22,71;22,71;45,43000000000001
Полюс;0;3,23;2,95;6,55;17,799999999999997;37,480000000000004;62,95;26,23;0;0;0;256,71;278,23;306,6;484,93;654,63
Полиметалл;0;0;0;0;0;0;0;0,3318;16,57;33,24;24,25;18,740000000000002;28,490000000000002;33,71;70,78;99,16
QIWI;0;0;0;0;0;0;0;10,55;55,120000000000005;12,51;77,89;36,010000000000005;0;54,71000000000001;77,28;84,36
Распадская;0;3,19;5,25;0;5,0;5,0;0;0;0;0;0;0;0;2,5;5,53;28,7
Роснефть;0;1,33;1,6;1,92;2,3;2,76;7,53;8,05;12,85;8,21;11,75;9,81;21,23;26,67;18,07;24,970000000000002
Россети-п;0;0;0;0;0;0,05;0,07;0,08;0;0;0,0745;0,3684;0,0429;0,08;0,1893;0,0588
Россети-ао;0;0;0;0;0;0;0;0;0;0;0,0083181;0,0062145;0,012;0,0244;0,0885;0,0245
Ростелеком-п;3,72;2,96;3,88;2,91;3,77;0,4344;4,7;4,1;4,85;4,05;5,92;5,39;5,05;5,0;5,0;5,0
Ростелеком-ао;1,56;1,48;1,94;1,94;2,51;0;4,7;2,44;3,12;3,34;5,92;5,39;5,05;5,0;5,0;5,0
Сбербанк-п;0,295;0,465;0,65;0,63;0,45;1,15;2,59;3,2;3,2;0,45;1,97;6,0;12,0;16,0;18,7;18,7
Сбербанк-ао;0,2644;0,3855;0,51;0,48;0,08;0,92;2,08;2,57;3,2;0,45;1,97;6,0;12,0;16,0;18,7;18,7
Селигдар-п;0;0;0;0;0;0;0;2,25;0,2938;0;0;0;1,44;4,5;2,25;2,25
Селигдар ао;0;0;0;0;0;0;0,15;0;0;0;0;0;0;0,78;3,9699999999999998;1,95
Сафмар;0;0;0;0;0;0;0;0;0;0;0;13,0;17,25;14,5;0;0
Газпром нефть;7,9;8,08;5,4;5,4;3,57;4,44;7,3;13,39;9,91;7,77;0,55;20,68;27,05;26,09;24,82;50,0
ГК Самолет;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82,0
Сургутнефтегаз-п;1,05;0,71;0,82;1,33;1,05;1,18;2,15;1,48;2,36;8,21;6,92;0,6;1,38;7,62;0,97;6,72
Сургутнефтегаз-ао;0,8;0,53;0,6;0,6;0,45;0,5;0,6;0,5;0,6;0,65;0,6;0,6;0,65;0,65;0,65;0,7
Соллерс;14,0;19,7;45,18;0;0;0;0;52,52;52,52;0;0;0;0;0;0;0
